season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
spring,1,jan,0,sun,0,clear,13.8375,46.5,12.833314,3425
spring,1,jan,0,mon,1,mist_cloudy,9.190847,70.1667,6.6263,2376
spring,1,jan,0,tue,1,clear,12.656536,64.6522,12.565984,3598
spring,1,jan,0,wed,1,mist_cloudy,11.240847,84.75,8.791807,2177
spring,1,jan,0,thu,1,mist_cloudy,15.6825,80.2917,12.124789,4097
spring,1,jan,0,fri,1,clear,11.240847,50.75,25.333236,3214
spring,1,jan,0,sat,0,clear,7.38,45.75,12.541261,2493
spring,1,jan,0,sun,0,clear,6.833347,41.9167,16.834286,2311
spring,1,jan,1,mon,0,clear,7.79,52.25,15.500986,2298
spring,1,jan,0,tue,1,mist_cloudy,15.294763,71.6087,23.39171,2935
spring,1,jan,0,wed,1,clear,12.436653,44.3333,27.833743,3376
spring,1,jan,0,thu,1,clear,7.79,49.75,14.750586,3292
spring,1,jan,0,fri,1,mist_cloudy,8.9175,45.0,13.58425,3163
spring,1,jan,0,sat,0,mist_cloudy,7.106653,83.125,14.917014,1301
spring,1,jan,0,sun,0,mist_cloudy,6.6625,79.625,13.375746,1977
spring,1,jan,0,mon,1,mist_cloudy,8.951653,91.125,7.417436,2432
spring,1,jan,0,tue,1,clear,14.0425,83.5833,8.292389,4339
spring,1,jan,0,wed,1,clear,12.060847,64.375,10.791757,4270
spring,1,jan,0,thu,1,mist_cloudy,14.008347,76.9583,4.9175186,4075
spring,1,jan,0,fri,1,mist_cloudy,17.425,74.125,22.958689,3456
spring,1,jan,0,sat,0,clear,12.949153,54.3333,14.125543,4023
spring,1,jan,0,sun,0,clear,11.5825,31.125,16.08335,3243
spring,1,jan,0,mon,1,clear,11.035847,40.0833,14.458064,3624
spring,1,jan,0,tue,1,clear,15.99,41.6667,17.541739,4509
spring,1,feb,0,wed,1,clear,19.235847,50.7917,12.667489,4579
spring,1,feb,0,thu,1,mist_cloudy,16.365847,67.2917,12.541529,3761
spring,1,feb,0,fri,1,clear,12.846653,52.6667,11.959232,4151
spring,1,feb,0,sat,0,mist_cloudy,10.830847,77.9583,8.167032,2832
spring,1,feb,0,sun,0,mist_cloudy,10.899153,68.7917,11.791732,2947
spring,1,feb,0,mon,1,clear,11.586969,62.2174,10.3046,3784
spring,1,feb,0,tue,1,clear,14.520847,49.625,9.874393,4375
spring,1,feb,0,wed,1,mist_cloudy,10.523347,72.2917,8.959307,2802
spring,1,feb,0,thu,1,clear,10.865,56.2083,13.000479,3830
spring,1,feb,0,fri,1,mist_cloudy,11.514153,54.0,7.834243,3831
spring,1,feb,0,sat,0,light_rain_snow,9.190847,73.125,19.416332,2169
spring,1,feb,0,sun,0,clear,5.2275,46.4583,27.417204,1529
spring,1,feb,0,mon,1,clear,9.1225,41.125,11.207961,3422
spring,1,feb,0,tue,1,mist_cloudy,13.085847,50.875,9.458993,3922
spring,1,feb,0,wed,1,clear,14.281653,53.125,12.1672,4169
spring,1,feb,0,thu,1,mist_cloudy,12.983347,75.2917,6.125475,3005
spring,1,feb,0,fri,1,clear,14.076653,63.4583,13.791682,4154
spring,1,feb,0,sat,0,clear,14.213347,53.4583,12.792243,4318
spring,1,feb,0,sun,0,mist_cloudy,11.48,51.5833,16.958504,2689
spring,1,feb,1,mon,0,clear,11.48,50.7826,15.348561,3129
spring,1,feb,0,tue,1,clear,11.800866,59.4348,13.783039,3777
spring,1,feb,0,wed,1,clear,16.229153,56.7917,15.709557,4773
spring,1,feb,0,thu,1,clear,18.620847,55.4583,12.791171,5062
spring,1,feb,0,fri,1,mist_cloudy,16.7075,73.75,15.916989,3487
spring,1,feb,0,sat,0,clear,11.924153,39.5833,28.250014,2732
spring,1,feb,0,sun,0,clear,11.445847,41.0,13.750343,3389
spring,1,feb,0,mon,1,clear,15.033347,49.0833,17.958211,4322
spring,1,feb,0,tue,1,clear,14.725847,39.5833,12.958939,4363
spring,1,mar,0,thu,1,clear,19.919153,61.5417,15.208129,4990
spring,1,mar,0,fri,1,mist_cloudy,14.486653,65.7083,9.708568,3194
spring,1,mar,0,sat,0,mist_cloudy,16.980847,62.125,10.792293,4066
spring,1,mar,0,sun,0,clear,13.359153,40.3333,22.416257,3423
spring,1,mar,0,mon,1,clear,9.976653,50.625,15.333486,3333
spring,1,mar,0,tue,1,clear,10.591653,45.6667,13.458625,3956
spring,1,mar,0,wed,1,clear,16.570847,51.3333,23.167193,4916
spring,1,mar,0,thu,1,clear,21.6275,56.75,29.584721,5382
spring,1,mar,0,fri,1,mist_cloudy,16.844153,40.7083,27.7916,4569
spring,1,mar,0,sat,0,clear,11.7875,35.0417,15.12525,4118
spring,1,mar,0,sun,0,clear,14.831299,47.6957,14.913329,4911
spring,1,mar,0,mon,1,clear,19.133347,48.9167,13.916771,5298
spring,1,mar,0,tue,1,clear,23.165,61.75,15.87565,5847
spring,1,mar,0,wed,1,clear,23.4725,50.7083,7.709154,6312
spring,1,mar,0,thu,1,clear,22.8575,57.9583,10.042161,6192
spring,1,mar,0,fri,1,mist_cloudy,17.869153,84.2083,7.583864,4378
spring,1,mar,0,sat,0,mist_cloudy,21.080847,75.5833,7.417168,7836
spring,1,mar,0,sun,0,mist_cloudy,19.3725,81.0,8.501161,5892
spring,1,mar,0,mon,1,clear,22.345,72.875,10.875239,6153
spring,1,mar,0,tue,1,clear,22.994153,80.7917,8.125157,6093
summer,1,mar,0,wed,1,mist_cloudy,21.798347,82.125,6.0004061,6230
summer,1,mar,0,thu,1,clear,22.720847,83.125,7.876654,6871
summer,1,mar,0,fri,1,mist_cloudy,24.668347,69.4167,7.7921,8362
summer,1,mar,0,sat,0,mist_cloudy,20.6025,88.5417,12.916461,3372
summer,1,mar,0,sun,0,mist_cloudy,17.9375,88.0833,14.791925,4996
summer,1,mar,0,mon,1,clear,18.279153,47.7917,25.917007,5558
summer,1,mar,0,tue,1,clear,13.256653,29.0,12.541864,5102
summer,1,mar,0,wed,1,clear,19.850847,48.125,19.541957,5698
summer,1,mar,0,thu,1,clear,20.260847,43.9167,21.41655,6133
summer,1,mar,0,fri,1,mist_cloudy,15.17,58.0833,9.250489,5459
summer,1,mar,0,sat,0,mist_cloudy,17.390847,73.8333,16.791339,6235
summer,1,apr,0,sun,0,mist_cloudy,17.459153,67.625,11.541889,6041
summer,1,apr,0,mon,1,clear,17.790433,50.4348,20.913313,5936
summer,1,apr,0,tue,1,clear,19.133347,39.6667,6.708911,6772
summer,1,apr,0,wed,1,clear,22.208347,46.9583,12.125325,6436
summer,1,apr,0,thu,1,clear,17.835,37.4167,14.708443,6457
summer,1,apr,0,fri,1,clear,16.536653,37.7083,20.125996,6460
summer,1,apr,0,sat,0,clear,17.9375,25.4167,18.416357,6857
summer,1,apr,0,sun,0,clear,20.5,27.5833,15.583932,5169
summer,1,apr,0,mon,1,clear,20.055847,31.75,23.999132,5585
summer,1,apr,0,tue,1,clear,18.313347,43.5,16.708125,5918
summer,1,apr,0,wed,1,clear,14.296536,46.9565,19.783358,4862
summer,1,apr,0,thu,1,clear,16.2975,46.625,19.458743,5409
summer,1,apr,0,fri,1,clear,18.1425,40.8333,10.416557,6398
summer,1,apr,0,sat,0,clear,20.295,50.2917,12.791439,7460
summer,1,apr,0,sun,0,clear,24.873347,50.7917,15.083643,7132
summer,1,apr,1,mon,0,clear,27.230847,56.1667,19.083543,6370
summer,1,apr,0,tue,1,clear,24.941653,39.0417,18.333143,6691
summer,1,apr,0,wed,1,mist_cloudy,18.996653,56.9167,11.250104,4367
summer,1,apr,0,thu,1,clear,20.431653,61.25,4.4172564,6565
summer,1,apr,0,fri,1,clear,21.593347,69.4583,10.041357,7290
summer,1,apr,0,sat,0,clear,23.37,68.2917,19.000329,6624
summer,1,apr,0,sun,0,light_rain_snow,16.263347,83.5417,23.084582,1027
summer,1,apr,0,mon,1,mist_cloudy,13.188347,76.6667,20.334232,3214
summer,1,apr,0,tue,1,clear,16.946653,45.4167,16.708661,5633
summer,1,apr,0,wed,1,clear,19.543347,42.7917,7.959064,6196
summer,1,apr,0,thu,1,mist_cloudy,20.431653,75.6667,11.833875,5026
summer,1,apr,0,fri,1,clear,18.7575,40.0833,23.291411,6233
summer,1,apr,0,sat,0,mist_cloudy,15.443347,48.9583,8.708325,4220
summer,1,apr,0,sun,0,clear,18.791653,58.7083,7.832836,6304
summer,1,apr,0,mon,1,mist_cloudy,19.030847,57.0,11.499746,5572
summer,1,may,0,tue,1,mist_cloudy,25.146653,65.9583,10.458432,5740
summer,1,may,0,wed,1,clear,23.130847,79.7083,9.249886,6169
summer,1,may,0,thu,1,mist_cloudy,22.96,76.8333,8.957632,6421
summer,1,may,0,fri,1,clear,25.7275,73.5417,10.916846,6296
summer,1,may,0,sat,0,mist_cloudy,25.488347,75.6667,10.250464,6883
summer,1,may,0,sun,0,mist_cloudy,23.0625,74.0,10.041893,6359
summer,1,may,0,mon,1,mist_cloudy,22.0375,66.4167,15.458307,6273
summer,1,may,0,tue,1,mist_cloudy,23.848347,68.5833,19.833943,5728
summer,1,may,0,wed,1,mist_cloudy,23.575,74.4167,14.499604,4717
summer,1,may,0,thu,1,clear,20.739153,55.2083,21.042221,6572
summer,1,may,0,fri,1,clear,21.866653,36.0417,15.874779,7030
summer,1,may,0,sat,0,clear,23.130847,48.0417,8.249911,7429
summer,1,may,0,sun,0,clear,25.1125,57.625,15.082839,6118
summer,1,may,0,mon,1,mist_cloudy,23.506653,78.9583,14.250364,2843
summer,1,may,0,tue,1,mist_cloudy,25.078347,79.4583,9.875264,5115
summer,1,may,0,wed,1,clear,26.103347,69.7917,8.208304,7424
summer,1,may,0,thu,1,clear,24.326653,52.0,15.374825,7384
summer,1,may,0,fri,1,clear,23.130847,52.3333,9.166739,7639
summer,1,may,0,sat,0,clear,24.6,45.625,5.626325,8294
summer,1,may,0,sun,0,clear,25.454153,53.0417,17.042589,7129
summer,1,may,0,mon,1,mist_cloudy,24.531653,81.125,15.624668,4359
summer,1,may,0,tue,1,mist_cloudy,25.215,76.5833,7.917189,6073
summer,1,may,0,wed,1,mist_cloudy,25.488347,77.4583,6.834,5260
summer,1,may,0,thu,1,clear,26.855,71.6667,11.584032,6770
summer,1,may,0,fri,1,clear,27.88,74.7083,9.41685,6734
summer,1,may,0,sat,0,clear,28.3925,73.25,13.332464,6536
summer,1,may,0,sun,0,clear,28.29,69.7083,14.416457,6591
summer,1,may,1,mon,0,clear,29.2125,67.625,13.166907,6043
summer,1,may,0,tue,1,clear,29.6225,68.4583,19.7918,5743
summer,1,may,0,wed,1,mist_cloudy,26.923347,67.0,9.000043,6855
summer,1,may,0,thu,1,clear,27.88,49.2917,13.083693,7338
summer,1,jun,0,fri,1,mist_cloudy,26.820847,75.5417,15.916721,4127
summer,1,jun,0,sat,0,clear,23.916653,54.9167,12.499654,8120
summer,1,jun,0,sun,0,clear,24.7025,49.3333,12.333829,7641
summer,1,jun,0,mon,1,clear,24.4975,48.7083,19.083811,6998
summer,1,jun,0,tue,1,mist_cloudy,22.174153,61.3333,14.041525,7001
summer,1,jun,0,wed,1,clear,22.720847,61.125,5.167375,7055
summer,1,jun,0,thu,1,clear,24.7025,56.7083,10.54245,7494
summer,1,jun,0,fri,1,clear,26.615847,46.7917,11.750661,7736
summer,1,jun,0,sat,0,clear,29.144153,43.7083,9.667229,7498
summer,1,jun,0,sun,0,clear,29.793347,53.8333,8.959307,6598
summer,1,jun,0,mon,1,mist_cloudy,29.554153,58.7917,13.916771,6664
summer,1,jun,0,tue,1,mist_cloudy,26.786653,83.3333,14.374582,4972
summer,1,jun,0,wed,1,clear,26.889153,58.2083,22.999693,7421
summer,1,jun,0,thu,1,clear,26.581653,56.9583,17.000111,7363
summer,1,jun,0,fri,1,clear,26.205847,58.9583,11.833339,7665
summer,1,jun,0,sat,0,clear,25.898347,50.4167,11.166689,7702
summer,1,jun,0,sun,0,clear,24.2925,59.875,9.708568,6978
summer,1,jun,0,mon,1,mist_cloudy,23.301653,77.7917,11.707982,5099
summer,1,jun,0,tue,1,clear,28.221653,69.0,9.917139,6825
summer,1,jun,0,wed,1,clear,32.0825,59.2083,7.625404,6211
fall,1,jun,0,thu,1,clear,33.039153,56.7917,7.958729,5905
fall,1,jun,0,fri,1,clear,31.8775,57.375,12.250414,5823
fall,1,jun,0,sat,0,clear,29.998347,53.4583,12.041307,7458
fall,1,jun,0,sun,0,clear,30.476653,47.9167,9.750175,6891
fall,1,jun,0,mon,1,clear,29.349153,50.4167,20.125661,6779
fall,1,jun,0,tue,1,clear,25.864153,37.3333,23.292014,7442
fall,1,jun,0,wed,1,clear,28.5975,36.0,18.208925,7335
fall,1,jun,0,thu,1,clear,30.715847,42.25,11.50055,6879
fall,1,jun,0,fri,1,clear,34.200847,48.875,11.082939,5463
fall,1,jun,0,sat,0,clear,31.365,60.125,10.791757,5687
fall,1,jul,0,sun,0,clear,33.449153,51.875,11.291443,5531
fall,1,jul,0,mon,1,clear,32.048347,44.7083,13.082889,6227
fall,1,jul,0,tue,1,clear,32.014153,49.2083,8.457879,6660
fall,1,jul,1,wed,0,clear,32.355847,53.875,9.04165,7403
fall,1,jul,0,thu,1,clear,33.9275,45.7917,12.999943,6241
fall,1,jul,0,fri,1,clear,33.961653,45.0833,9.791514,6207
fall,1,jul,0,sat,0,clear,35.328347,49.2083,10.958118,4840
fall,1,jul,0,sun,0,clear,33.7225,57.375,8.417143,4672
fall,1,jul,0,mon,1,mist_cloudy,29.144153,68.3333,12.125325,6569
fall,1,jul,0,tue,1,mist_cloudy,29.554153,66.75,10.166379,6290
fall,1,jul,0,wed,1,clear,29.383347,63.3333,10.166111,7264
fall,1,jul,0,thu,1,clear,29.349153,52.9583,9.833925,7446
fall,1,jul,0,fri,1,mist_cloudy,29.998347,48.5833,5.41695,7499
fall,1,jul,0,sat,0,mist_cloudy,28.836653,69.9167,9.626493,6969
fall,1,jul,0,sun,0,clear,30.579153,71.7917,11.166689,6031
fall,1,jul,0,mon,1,clear,31.296653,64.5,11.000529,6830
fall,1,jul,0,tue,1,clear,33.551653,50.5833,7.666743,6786
fall,1,jul,0,wed,1,clear,32.526653,57.7083,9.208614,5713
fall,1,jul,0,thu,1,clear,31.57,60.0417,11.083743,6591
fall,1,jul,0,fri,1,mist_cloudy,27.299153,84.4167,14.000789,5870
fall,1,jul,0,sat,0,light_rain_snow,24.429153,86.5417,14.2911,4459
fall,1,jul,0,sun,0,mist_cloudy,27.3675,76.25,6.2926936,7410
fall,1,jul,0,mon,1,clear,30.408347,69.4167,9.291761,6966
fall,1,jul,0,tue,1,clear,30.784153,65.5,14.167418,7592
fall,1,jul,0,wed,1,clear,29.690847,45.0,11.0416,8173
fall,1,jul,0,thu,1,clear,31.843347,59.6667,19.082471,6861
fall,1,jul,0,fri,1,clear,32.048347,59.4583,10.250464,6904
fall,1,jul,0,sat,0,clear,30.989153,61.3333,10.54245,6685
fall,1,jul,0,sun,0,clear,29.588347,62.375,11.416532,6597
fall,1,jul,0,mon,1,clear,29.964153,66.875,10.292339,7105
fall,1,jul,0,tue,1,clear,29.246653,70.4167,11.083475,7216
fall,1,aug,0,wed,1,clear,29.4175,67.75,9.458993,7580
fall,1,aug,0,thu,1,clear,30.8525,65.9583,8.666718,7261
fall,1,aug,0,fri,1,mist_cloudy,31.399153,64.25,14.458064,7175
fall,1,aug,0,sat,0,clear,32.526653,61.3333,17.249686,6824
fall,1,aug,0,sun,0,clear,31.535847,65.25,19.458207,5464
fall,1,aug,0,mon,1,mist_cloudy,30.8525,65.4167,8.666718,7013
fall,1,aug,0,tue,1,mist_cloudy,30.169153,70.375,7.832836,7273
fall,1,aug,0,wed,1,mist_cloudy,30.75,67.2917,7.4169,7534
fall,1,aug,0,thu,1,clear,30.989153,62.0417,10.4587,7286
fall,1,aug,0,fri,1,mist_cloudy,29.349153,71.5833,16.000471,5786
fall,1,aug,0,sat,0,mist_cloudy,28.3925,73.2917,13.834093,6299
fall,1,aug,0,sun,0,clear,28.734153,53.0417,8.208304,6544
fall,1,aug,0,mon,1,clear,29.554153,54.5417,9.126204,6883
fall,1,aug,0,tue,1,clear,29.793347,68.6667,11.333586,6784
fall,1,aug,0,wed,1,clear,28.973347,61.9583,11.374657,7347
fall,1,aug,0,thu,1,clear,29.485847,51.9167,9.500332,7605
fall,1,aug,0,fri,1,clear,29.656653,57.0833,15.500718,7148
fall,1,aug,0,sat,0,clear,27.811653,60.3333,11.917089,7865
fall,1,aug,0,sun,0,mist_cloudy,26.069153,71.1667,5.79215,4549
fall,1,aug,0,mon,1,mist_cloudy,26.069153,73.4167,8.708593,6530
fall,1,aug,0,tue,1,clear,26.615847,67.375,4.8756436,7006
fall,1,aug,0,wed,1,clear,27.3675,67.7083,4.7089811,7375
fall,1,aug,0,thu,1,clear,28.529153,63.5833,5.6679186,7765
fall,1,aug,0,fri,1,mist_cloudy,28.8025,61.5,4.8337686,7582
fall,1,aug,0,sat,0,mist_cloudy,27.128347,71.2917,16.375336,6053
fall,1,aug,0,sun,0,mist_cloudy,26.786653,84.5833,15.333486,5255
fall,1,aug,0,mon,1,clear,28.836653,73.0417,8.625111,6917
fall,1,aug,0,tue,1,clear,29.861653,62.0,12.791975,7040
fall,1,aug,0,wed,1,clear,28.085,55.2083,7.541654,7697
fall,1,aug,0,thu,1,clear,28.973347,59.0417,5.1668189,7713
fall,1,aug,0,fri,1,clear,31.330847,58.75,11.291711,7350
fall,1,sep,0,sat,0,mist_cloudy,30.886653,63.8333,7.583529,6140
fall,1,sep,0,sun,0,mist_cloudy,28.563347,81.5,4.2927436,5810
fall,1,sep,1,mon,0,clear,29.0075,79.0833,10.125107,6034
fall,1,sep,0,tue,1,clear,29.759153,75.5,15.833507,6864
fall,1,sep,0,wed,1,clear,30.203347,74.125,12.583136,7112
fall,1,sep,0,thu,1,mist_cloudy,28.563347,81.0417,9.542207,6203
fall,1,sep,0,fri,1,clear,28.836653,73.625,11.500282,7504
fall,1,sep,0,sat,0,mist_cloudy,27.025847,79.9167,18.833968,5976
fall,1,sep,0,sun,0,clear,25.01,54.75,15.041232,8227
fall,1,sep,0,mon,1,clear,23.916653,50.375,17.333771,7525
fall,1,sep,0,tue,1,clear,23.6775,52.0,6.1676314,7767
fall,1,sep,0,wed,1,clear,24.565847,57.7083,8.833682,7870
fall,1,sep,0,thu,1,clear,25.1125,63.7083,5.5422936,7804
fall,1,sep,0,fri,1,clear,25.966653,67.25,6.958821,8009
fall,1,sep,0,sat,0,clear,24.941653,50.1667,16.583907,8714
fall,1,sep,0,sun,0,clear,23.78,57.0,6.0422811,7333
fall,1,sep,0,mon,1,mist_cloudy,23.814153,73.4583,10.166714,6869
fall,1,sep,0,tue,1,mist_cloudy,25.556653,87.25,23.958329,4073
fall,1,sep,0,wed,1,clear,22.6525,53.6667,14.416725,7591
fall,1,sep,0,thu,1,clear,22.413347,61.8333,7.917189,7720
fall,1,sep,0,fri,1,clear,24.565847,66.875,10.333343,8167
fall,1,sep,0,sat,0,clear,26.65,64.6667,19.000061,8395
winter,1,sep,0,sun,0,clear,21.695847,46.7083,14.958286,7907
winter,1,sep,0,mon,1,clear,21.080847,49.2917,9.541068,7436
winter,1,sep,0,tue,1,clear,22.55,57.0,15.833507,7538
winter,1,sep,0,wed,1,clear,26.035,63.0833,16.3748,7733
winter,1,sep,0,thu,1,mist_cloudy,26.65,69.0833,9.000914,7393
winter,1,sep,0,fri,1,mist_cloudy,25.385847,69.0,10.999993,7415
winter,1,sep,0,sat,0,clear,22.2425,54.2917,15.249468,8555
winter,1,sep,0,sun,0,clear,21.593347,58.3333,9.042186,6889
winter,1,oct,0,mon,1,mist_cloudy,21.354153,64.9167,6.0838814,6778
winter,1,oct,0,tue,1,light_rain_snow,24.224153,87.1667,6.999825,4639
winter,1,oct,0,wed,1,mist_cloudy,26.9575,79.375,4.4585686,7572
winter,1,oct,0,thu,1,mist_cloudy,26.9575,72.2917,7.875582,7328
winter,1,oct,0,fri,1,clear,25.215,62.75,7.12545,8156
winter,1,oct,0,sat,0,clear,22.720847,66.4167,17.957675,7965
winter,1,oct,0,sun,0,mist_cloudy,17.049153,70.8333,9.457854,3510
winter,1,oct,1,mon,0,mist_cloudy,15.716653,70.9583,12.708493,5478
winter,1,oct,0,tue,1,mist_cloudy,18.313347,76.1667,12.7501,6392
winter,1,oct,0,wed,1,clear,21.080847,63.0833,12.584007,7691
winter,1,oct,0,thu,1,clear,17.835,46.3333,12.166932,7570
winter,1,oct,0,fri,1,clear,17.9375,53.9167,15.751164,7282
winter,1,oct,0,sat,0,clear,16.126653,49.4583,9.791514,7109
winter,1,oct,0,sun,0,clear,21.388347,64.0417,18.667004,6639
winter,1,oct,0,mon,1,mist_cloudy,23.028347,70.75,19.834479,5875
winter,1,oct,0,tue,1,clear,19.201653,55.8333,12.208807,7534
winter,1,oct,0,wed,1,clear,18.689153,69.2917,6.791857,7461
winter,1,oct,0,thu,1,mist_cloudy,21.4225,72.8333,15.874779,7509
winter,1,oct,0,fri,1,mist_cloudy,23.096653,81.5,9.041918,5424
winter,1,oct,0,sat,0,clear,19.850847,57.2917,7.874979,8090
winter,1,oct,0,sun,0,clear,19.030847,51.0,11.125618,6824
winter,1,oct,0,mon,1,clear,19.9875,56.8333,5.4593811,7058
winter,1,oct,0,tue,1,clear,22.310847,64.1667,6.3345686,7466
winter,1,oct,0,wed,1,clear,24.0875,63.625,4.8762064,7693
winter,1,oct,0,thu,1,mist_cloudy,22.55,80.0417,8.333125,7359
winter,1,oct,0,fri,1,mist_cloudy,22.379153,80.7083,8.875289,7444
winter,1,oct,0,sat,0,mist_cloudy,21.73,72.0,15.791364,7852
winter,1,oct,0,sun,0,mist_cloudy,19.5775,69.4583,26.666536,4459
winter,1,oct,0,mon,1,light_rain_snow,18.04,88.0,23.9994,22
winter,1,oct,0,tue,1,mist_cloudy,13.045462,82.5455,14.271603,1096
winter,1,oct,0,wed,1,mist_cloudy,14.6575,66.6667,11.166689,5566
winter,1,nov,0,thu,1,mist_cloudy,14.999153,58.1667,10.542182,5986
winter,1,nov,0,fri,1,clear,14.555,52.2083,17.833725,5847
winter,1,nov,0,sat,0,mist_cloudy,14.076653,49.125,18.125443,5138
winter,1,nov,0,sun,0,clear,13.359153,53.2917,12.000236,5107
winter,1,nov,0,mon,1,clear,13.085847,49.4167,15.833775,5259
winter,1,nov,0,tue,1,clear,11.514153,56.7083,11.625371,5686
winter,1,nov,0,wed,1,mist_cloudy,12.129153,54.75,20.375236,5035
winter,1,nov,0,thu,1,clear,14.439134,33.3478,23.304945,5315
winter,1,nov,0,fri,1,clear,14.828347,54.0833,14.375386,5992
winter,1,nov,0,sat,0,clear,15.955847,64.5417,3.8756686,6536
winter,1,nov,0,sun,0,clear,17.254153,65.9167,8.5425,6852
winter,1,nov,1,mon,0,clear,19.885,74.1667,11.625639,6269
winter,1,nov,0,tue,1,mist_cloudy,14.076653,66.2917,22.917082,4094
winter,1,nov,0,wed,1,clear,11.855847,55.2083,13.374875,5495
winter,1,nov,0,thu,1,mist_cloudy,13.188347,62.0417,10.250129,5445
winter,1,nov,0,fri,1,clear,14.145,52.4583,11.458675,5698
winter,1,nov,0,sat,0,clear,13.325,54.5417,12.041843,5629
winter,1,nov,0,sun,0,clear,14.0425,69.2917,15.250004,4669
winter,1,nov,0,mon,1,mist_cloudy,15.614153,62.3333,15.749489,5499
winter,1,nov,0,tue,1,mist_cloudy,15.340847,68.5,5.542575,5634
winter,1,nov,0,wed,1,clear,14.486653,61.375,6.917482,5146
winter,1,nov,1,thu,0,clear,13.94,58.0417,3.5423436,2425
winter,1,nov,0,fri,1,clear,15.101653,56.875,9.917407,3910
winter,1,nov,0,sat,0,clear,11.411653,40.4583,25.250357,2277
winter,1,nov,0,sun,0,clear,10.079153,46.8333,10.0835,2424
winter,1,nov,0,mon,1,clear,12.846653,53.5417,3.12555,5087
winter,1,nov,0,tue,1,mist_cloudy,11.958347,78.6667,15.916654,3959
winter,1,nov,0,wed,1,clear,12.163347,50.625,14.125007,5260
winter,1,nov,0,thu,1,clear,11.51567,55.5652,7.739974,5323
winter,1,nov,0,fri,1,clear,12.231653,64.9583,3.9175436,5668
winter,1,dec,0,sat,0,mist_cloudy,12.231653,80.6667,4.0001814,5191
winter,1,dec,0,sun,0,mist_cloudy,14.2475,82.3333,8.333393,4649
winter,1,dec,0,mon,1,clear,18.5525,76.75,5.5422936,6234
winter,1,dec,0,tue,1,clear,19.509153,73.375,11.666643,6606
winter,1,dec,0,wed,1,clear,17.971653,48.5,21.709407,5729
winter,1,dec,0,thu,1,clear,10.489153,50.875,11.708518,5375
winter,1,dec,0,fri,1,mist_cloudy,13.154153,76.4167,8.7502,5008
winter,1,dec,0,sat,0,mist_cloudy,15.648347,91.125,6.792393,5582
winter,1,dec,0,sun,0,mist_cloudy,15.750847,90.5417,10.584325,3228
winter,1,dec,0,mon,1,mist_cloudy,17.869153,92.5,12.750636,5170
winter,1,dec,0,tue,1,mist_cloudy,14.486653,59.6667,19.834479,5501
winter,1,dec,0,wed,1,mist_cloudy,12.1975,53.8333,10.916779,5319
winter,1,dec,0,thu,1,clear,12.129153,48.5833,11.666643,5532
winter,1,dec,0,fri,1,clear,11.548347,64.2917,8.792343,5611
winter,1,dec,0,sat,0,clear,13.290847,65.0417,7.12545,5047
winter,1,dec,0,sun,0,mist_cloudy,14.8625,83.875,6.749714,3786
winter,1,dec,0,mon,1,mist_cloudy,16.126653,90.7083,6.5833061,4585
winter,1,dec,0,tue,1,clear,16.844153,66.625,14.834068,5557
winter,1,dec,0,wed,1,clear,13.6325,62.5417,12.334164,5267
winter,1,dec,0,thu,1,mist_cloudy,13.53,66.7917,8.875021,4128
spring,1,dec,0,fri,1,mist_cloudy,13.393347,55.6667,25.083661,3623
spring,1,dec,0,sat,0,clear,10.899153,44.125,27.292182,1749
spring,1,dec,0,sun,0,clear,10.079153,51.5417,8.916561,1787
spring,1,dec,0,mon,1,mist_cloudy,9.483464,79.1304,5.1744368,920
spring,1,dec,1,tue,0,mist_cloudy,11.943464,73.4783,11.304642,1013
spring,1,dec,0,wed,1,light_rain_snow,9.976653,82.3333,21.208582,441
spring,1,dec,0,thu,1,mist_cloudy,10.420847,65.2917,23.458911,2114
spring,1,dec,0,fri,1,mist_cloudy,10.386653,59.0,10.416557,3095
spring,1,dec,0,sat,0,mist_cloudy,10.386653,75.2917,8.333661,1341
spring,1,dec,0,sun,0,clear,10.489153,48.3333,23.500518,1796
spring,1,dec,0,mon,1,mist_cloudy,8.849153,57.75,10.374682,2729
